county,state,date,confirmed,deaths,fips
Unknown,Florida,2020-04-19,3,0,12
Unknown,Georgia,2020-04-19,257,0,13
Unknown,Guam,2020-04-19,808,6,66
Unknown,Illinois,2020-04-19,114,0,17
Unknown,Kentucky,2020-04-19,38,0,21
Unknown,Louisiana,2020-04-19,58,1,22
Unknown,Maine,2020-04-19,2,0,23
Unknown,Maryland,2020-04-19,0,69,24
Unknown,Massachusetts,2020-04-19,815,13,25
Unknown,Michigan,2020-04-19,636,21,26
Unknown,Minnesota,2020-04-19,4,0,27
Unknown,Missouri,2020-04-19,1,0,29
Unknown,Nebraska,2020-04-19,7,0,31
Unknown,New Hampshire,2020-04-19,2,1,33
Unknown,New Jersey,2020-04-19,585,0,34
Unknown,Northern Mariana Islands,2020-04-19,14,2,69
Unknown,Puerto Rico,2020-04-19,1213,41,72
Unknown,Rhode Island,2020-04-19,715,130,44
Unknown,Utah,2020-04-19,0,1,49
Unknown,Vermont,2020-04-19,10,0,50
Unknown,Virgin Islands,2020-04-19,53,3,78
Unknown,Virginia,2020-04-19,2,89,51
Unknown,Washington,2020-04-19,1,0,53
Unknown,Arkansas,2020-04-20,43,0,05
Unknown,Colorado,2020-04-20,126,1,08
Unknown,Connecticut,2020-04-20,514,4,09
Unknown,Delaware,2020-04-20,31,0,10
Unknown,Florida,2020-04-20,3,0,12
Unknown,Georgia,2020-04-20,296,2,13
Unknown,Guam,2020-04-20,811,6,66
Unknown,Illinois,2020-04-20,129,0,17
Unknown,Kentucky,2020-04-20,35,0,21
Unknown,Louisiana,2020-04-20,59,1,22
Unknown,Maine,2020-04-20,1,0,23
Unknown,Maryland,2020-04-20,0,77,24
Unknown,Massachusetts,2020-04-20,855,9,25
Unknown,Michigan,2020-04-20,644,23,26
Unknown,Minnesota,2020-04-20,4,0,27
Unknown,Missouri,2020-04-20,1,0,29
Unknown,Nebraska,2020-04-20,10,0,31
Unknown,Nevada,2020-04-20,34,4,32
Unknown,New Hampshire,2020-04-20,4,1,33
Unknown,New Jersey,2020-04-20,660,1,34
Unknown,Northern Mariana Islands,2020-04-20,14,2,69
Unknown,Puerto Rico,2020-04-20,1252,42,72
Unknown,Rhode Island,2020-04-20,861,135,44
Unknown,Utah,2020-04-20,0,1,49
Unknown,Vermont,2020-04-20,11,0,50
Unknown,Virgin Islands,2020-04-20,54,3,78
Unknown,Virginia,2020-04-20,2,90,51
Unknown,Arkansas,2020-04-21,95,0,05
Unknown,Colorado,2020-04-21,105,1,08
Unknown,Connecticut,2020-04-21,503,4,09
Unknown,Delaware,2020-04-21,30,0,10
Unknown,Florida,2020-04-21,4,0,12
Unknown,Georgia,2020-04-21,483,0,13
Unknown,Guam,2020-04-21,852,6,66
Unknown,Illinois,2020-04-21,191,0,17
Unknown,Iowa,2020-04-21,3,2,19
Unknown,Louisiana,2020-04-21,59,2,22
Unknown,Maine,2020-04-21,1,0,23
Unknown,Maryland,2020-04-21,0,97,24
Unknown,Massachusetts,2020-04-21,929,8,25
Unknown,Michigan,2020-04-21,698,22,26
Unknown,Minnesota,2020-04-21,4,0,27
Unknown,Nebraska,2020-04-21,6,0,31
Unknown,Nevada,2020-04-21,10,0,32
Unknown,New Hampshire,2020-04-21,15,1,33
Unknown,New Jersey,2020-04-21,599,0,34
Unknown,Northern Mariana Islands,2020-04-21,14,2,69
Unknown,Puerto Rico,2020-04-21,915,43,72
Unknown,Rhode Island,2020-04-21,1000,151,44
Unknown,Utah,2020-04-21,0,2,49
Unknown,Vermont,2020-04-21,3,0,50
Unknown,Virgin Islands,2020-04-21,54,3,78
Unknown,Arkansas,2020-04-22,113,0,05
Unknown,Colorado,2020-04-22,95,0,08
Unknown,Connecticut,2020-04-22,503,7,09
Unknown,Delaware,2020-04-22,28,0,10
Unknown,Florida,2020-04-22,0,34,12
Unknown,Georgia,2020-04-22,576,0,13
Unknown,Guam,2020-04-22,911,6,66
Unknown,Illinois,2020-04-22,191,0,17
Unknown,Iowa,2020-04-22,3,7,19
Unknown,Kentucky,2020-04-22,70,0,21
Unknown,Louisiana,2020-04-22,60,1,22
Unknown,Maine,2020-04-22,2,0,23
Unknown,Maryland,2020-04-22,0,97,24
Unknown,Massachusetts,2020-04-22,854,9,25
Unknown,Michigan,2020-04-22,715,25,26
Unknown,Minnesota,2020-04-22,4,0,27
Unknown,Missouri,2020-04-22,1,1,29
Unknown,Nebraska,2020-04-22,6,0,31
Unknown,Nevada,2020-04-22,10,11,32
Unknown,New Hampshire,2020-04-22,15,1,33
Unknown,New Jersey,2020-04-22,591,2,34
Unknown,New Mexico,2020-04-22,1,0,35
Unknown,Northern Mariana Islands,2020-04-22,14,2,69
Unknown,Puerto Rico,2020-04-22,915,46,72
Unknown,Rhode Island,2020-04-22,1000,161,44
Unknown,Utah,2020-04-22,0,2,49
Unknown,Vermont,2020-04-22,3,0,50
Unknown,Virgin Islands,2020-04-22,54,3,78
Unknown,Arkansas,2020-04-23,127,0,05
Unknown,California,2020-04-23,3,0,06
Unknown,Colorado,2020-04-23,108,0,08
Unknown,Connecticut,2020-04-23,522,6,09
Unknown,Delaware,2020-04-23,3,0,10
Unknown,Florida,2020-04-23,8,0,12
Unknown,Georgia,2020-04-23,361,0,13
Unknown,Guam,2020-04-23,975,6,66
Unknown,Illinois,2020-04-23,191,0,17
Unknown,Iowa,2020-04-23,3,7,19
Unknown,Louisiana,2020-04-23,62,0,22
Unknown,Maryland,2020-04-23,0,97,24
Unknown,Massachusetts,2020-04-23,737,10,25
Unknown,Michigan,2020-04-23,829,28,26
Unknown,Minnesota,2020-04-23,4,0,27
Unknown,Missouri,2020-04-23,1,0,29
Unknown,Nebraska,2020-04-23,6,1,31
Unknown,Nevada,2020-04-23,1,5,32
Unknown,New Hampshire,2020-04-23,11,1,33
Unknown,New Jersey,2020-04-23,1108,2,34
Unknown,Northern Mariana Islands,2020-04-23,14,2,69
Unknown,Puerto Rico,2020-04-23,1230,46,72
Unknown,Rhode Island,2020-04-23,1000,169,44
Unknown,Utah,2020-04-23,0,1,49
Unknown,Vermont,2020-04-23,3,0,50
Unknown,Virgin Islands,2020-04-23,54,3,78
Unknown,Arkansas,2020-04-24,182,0,05
Unknown,Colorado,2020-04-24,103,0,08
Unknown,Connecticut,2020-04-24,507,2,09
Unknown,Delaware,2020-04-24,4,0,10
Unknown,Georgia,2020-04-24,447,0,13
Unknown,Guam,2020-04-24,993,6,66
Unknown,Illinois,2020-04-24,218,0,17
Unknown,Iowa,2020-04-24,0,1,19
Unknown,Kentucky,2020-04-24,19,0,21
Unknown,Louisiana,2020-04-24,63,0,22
Unknown,Maryland,2020-04-24,0,92,24
Unknown,Massachusetts,2020-04-24,791,12,25
Unknown,Michigan,2020-04-24,1050,29,26
Unknown,Minnesota,2020-04-24,6,0,27
Unknown,Missouri,2020-04-24,2,0,29
Unknown,Nevada,2020-04-24,43,5,32
Unknown,New Hampshire,2020-04-24,3,1,33
Unknown,New Jersey,2020-04-24,532,0,34
Unknown,Northern Mariana Islands,2020-04-24,14,2,69
Unknown,Puerto Rico,2020-04-24,1276,51,72
Unknown,Rhode Island,2020-04-24,1132,182,44
Unknown,Utah,2020-04-24,1,1,49
Unknown,Vermont,2020-04-24,3,0,50
Unknown,Virgin Islands,2020-04-24,54,3,78
Unknown,Arkansas,2020-04-25,202,0,05
Unknown,Colorado,2020-04-25,131,2,08
Unknown,Connecticut,2020-04-25,521,2,09
Unknown,Delaware,2020-04-25,3,0,10
Unknown,Florida,2020-04-25,1,0,12
Unknown,Georgia,2020-04-25,608,1,13
Unknown,Guam,2020-04-25,993,6,66
Unknown,Illinois,2020-04-25,274,0,17
Unknown,Kentucky,2020-04-25,35,5,21
Unknown,Louisiana,2020-04-25,63,0,22
Unknown,Maine,2020-04-25,2,0,23
Unknown,Maryland,2020-04-25,0,101,24
Unknown,Massachusetts,2020-04-25,753,13,25
Unknown,Michigan,2020-04-25,1102,33,26
Unknown,Minnesota,2020-04-25,5,0,27
Unknown,Missouri,2020-04-25,2,0,29
Unknown,Nevada,2020-04-25,16,0,32
Unknown,New Hampshire,2020-04-25,6,1,33
Unknown,New Jersey,2020-04-25,557,0,34
Unknown,Northern Mariana Islands,2020-04-25,14,2,69
Unknown,Puerto Rico,2020-04-25,1307,52,72
Unknown,Rhode Island,2020-04-25,1198,96,44
Unknown,Utah,2020-04-25,0,1,49
Unknown,Vermont,2020-04-25,5,0,50
Unknown,Virgin Islands,2020-04-25,55,3,78
Unknown,Arkansas,2020-04-26,216,0,05
Unknown,Colorado,2020-04-26,172,0,08
Unknown,Connecticut,2020-04-26,522,0,09
Unknown,Delaware,2020-04-26,9,0,10
Unknown,Georgia,2020-04-26,622,0,13
Unknown,Guam,2020-04-26,993,6,66
Unknown,Illinois,2020-04-26,308,0,17
Unknown,Kentucky,2020-04-26,13,0,21
Unknown,Louisiana,2020-04-26,64,0,22
Unknown,Maine,2020-04-26,2,0,23
Unknown,Maryland,2020-04-26,0,119,24
Unknown,Massachusetts,2020-04-26,807,14,25
Unknown,Michigan,2020-04-26,1115,34,26
Unknown,Minnesota,2020-04-26,7,0,27
Unknown,New Hampshire,2020-04-26,5,1,33
Unknown,New Jersey,2020-04-26,681,0,34
Unknown,Northern Mariana Islands,2020-04-26,14,2,69
Unknown,Puerto Rico,2020-04-26,1371,53,72
Unknown,Rhode Island,2020-04-26,1109,111,44
Unknown,Utah,2020-04-26,0,1,49
Unknown,Vermont,2020-04-26,5,0,50
Unknown,Virgin Islands,2020-04-26,57,4,78
Unknown,Arkansas,2020-04-27,203,0,05
Unknown,California,2020-04-27,3,0,06
Unknown,Colorado,2020-04-27,101,2,08
Unknown,Connecticut,2020-04-27,484,7,09
Unknown,Delaware,2020-04-27,11,0,10
Unknown,Florida,2020-04-27,1,0,12
Unknown,Georgia,2020-04-27,600,2,13
Unknown,Guam,2020-04-27,1000,6,66
Unknown,Illinois,2020-04-27,338,0,17
Unknown,Iowa,2020-04-27,7,8,19
Unknown,Kentucky,2020-04-27,11,0,21
Unknown,Louisiana,2020-04-27,64,0,22
Unknown,Maine,2020-04-27,2,0,23
Unknown,Maryland,2020-04-27,0,71,24
Unknown,Massachusetts,2020-04-27,795,8,25
Unknown,Michigan,2020-04-27,1134,39,26
Unknown,Minnesota,2020-04-27,5,0,27
Unknown,Nevada,2020-04-27,0,12,32
Unknown,New Hampshire,2020-04-27,11,1,33
Unknown,New Jersey,2020-04-27,818,0,34
Unknown,New Mexico,2020-04-27,0,5,35
Unknown,Northern Mariana Islands,2020-04-27,14,2,69
Unknown,Puerto Rico,2020-04-27,1388,53,72
Unknown,Rhode Island,2020-04-27,1378,118,44
Unknown,Utah,2020-04-27,0,2,49
Unknown,Vermont,2020-04-27,3,0,50
Unknown,Virgin Islands,2020-04-27,59,4,78
Unknown,Arkansas,2020-04-28,220,0,05
Unknown,Colorado,2020-04-28,88,0,08
Unknown,Connecticut,2020-04-28,491,2,09
Unknown,Delaware,2020-04-28,32,0,10
Unknown,Florida,2020-04-28,4,0,12
Unknown,Georgia,2020-04-28,268,0,13
Unknown,Guam,2020-04-28,1001,6,66
Unknown,Illinois,2020-04-28,335,0,17
Unknown,Iowa,2020-04-28,13,0,19
Unknown,Kentucky,2020-04-28,28,0,21
Unknown,Louisiana,2020-04-28,61,0,22
Unknown,Maine,2020-04-28,1,0,23
Unknown,Maryland,2020-04-28,0,93,24
Unknown,Massachusetts,2020-04-28,625,5,25
Unknown,Michigan,2020-04-28,1167,41,26
Unknown,Minnesota,2020-04-28,6,0,27
Unknown,Nevada,2020-04-28,0,5,32
Unknown,New Hampshire,2020-04-28,7,1,33
Unknown,New Jersey,2020-04-28,718,0,34
Unknown,New Mexico,2020-04-28,0,5,35
Unknown,Northern Mariana Islands,2020-04-28,14,2,69
Unknown,Puerto Rico,2020-04-28,1400,54,72
Unknown,Rhode Island,2020-04-28,1267,124,44
Unknown,Utah,2020-04-28,0,2,49
Unknown,Vermont,2020-04-28,3,0,50
Unknown,Virgin Islands,2020-04-28,59,4,78
Unknown,Virginia,2020-04-28,2,0,51
Unknown,Arkansas,2020-04-29,167,0,05
Unknown,Colorado,2020-04-29,67,0,08
Unknown,Connecticut,2020-04-29,507,1,09
Unknown,Delaware,2020-04-29,26,0,10
Unknown,Florida,2020-04-29,7,0,12
Unknown,Guam,2020-04-29,1110,6,66
Unknown,Illinois,2020-04-29,354,0,17
Unknown,Iowa,2020-04-29,20,0,19
Unknown,Kentucky,2020-04-29,31,0,21
Unknown,Louisiana,2020-04-29,61,0,22
Unknown,Maine,2020-04-29,2,0,23
Unknown,Maryland,2020-04-29,0,66,24
Unknown,Massachusetts,2020-04-29,457,5,25
Unknown,Michigan,2020-04-29,1350,42,26
Unknown,Minnesota,2020-04-29,7,0,27
Unknown,Nevada,2020-04-29,0,6,32
Unknown,New Hampshire,2020-04-29,4,1,33
Unknown,New Jersey,2020-04-29,617,0,34
Unknown,Northern Mariana Islands,2020-04-29,14,2,69
Unknown,Puerto Rico,2020-04-29,1433,54,72
Unknown,Rhode Island,2020-04-29,1065,104,44
Unknown,Utah,2020-04-29,0,2,49
Unknown,Vermont,2020-04-29,3,0,50
Unknown,Virgin Islands,2020-04-29,66,4,78
Unknown,Virginia,2020-04-29,2,0,51
Unknown,Arkansas,2020-04-30,168,0,05
Unknown,Colorado,2020-04-30,81,0,08
Unknown,Connecticut,2020-04-30,462,2,09
Unknown,Delaware,2020-04-30,25,0,10
Unknown,Florida,2020-04-30,7,0,12
Unknown,Georgia,2020-04-30,395,0,13
Unknown,Guam,2020-04-30,1111,6,66
Unknown,Illinois,2020-04-30,378,0,17
Unknown,Iowa,2020-04-30,24,0,19
Unknown,Kentucky,2020-04-30,31,0,21
Unknown,Louisiana,2020-04-30,61,0,22
Unknown,Maine,2020-04-30,1,0,23
Unknown,Maryland,2020-04-30,0,65,24
Unknown,Massachusetts,2020-04-30,415,5,25
Unknown,Michigan,2020-04-30,1542,44,26
Unknown,Minnesota,2020-04-30,9,0,27
Unknown,Nevada,2020-04-30,0,6,32
Unknown,New Hampshire,2020-04-30,3,0,33
Unknown,New Jersey,2020-04-30,478,0,34
Unknown,Northern Mariana Islands,2020-04-30,14,2,69
Unknown,Puerto Rico,2020-04-30,1537,54,72
Unknown,Rhode Island,2020-04-30,1087,119,44
Unknown,Utah,2020-04-30,11,2,49
Unknown,Vermont,2020-04-30,3,0,50
Unknown,Virgin Islands,2020-04-30,66,4,78
Unknown,Virginia,2020-04-30,2,0,51
Unknown,Arkansas,2020-05-01,160,0,05
Unknown,Colorado,2020-05-01,94,0,08
Unknown,Connecticut,2020-05-01,371,2,09
Unknown,Delaware,2020-05-01,24,0,10
Unknown,Florida,2020-05-01,8,0,12
Unknown,Georgia,2020-05-01,647,0,13
Unknown,Guam,2020-05-01,1111,6,66
Unknown,Illinois,2020-05-01,363,0,17
Unknown,Iowa,2020-05-01,63,0,19
Unknown,Kentucky,2020-05-01,38,0,21
Unknown,Louisiana,2020-05-01,63,0,22
Unknown,Maryland,2020-05-01,0,91,24
Unknown,Massachusetts,2020-05-01,425,6,25
Unknown,Michigan,2020-05-01,1666,45,26
Unknown,Minnesota,2020-05-01,13,1,27
Unknown,Nebraska,2020-05-01,26,1,31
Unknown,Nevada,2020-05-01,0,10,32
Unknown,New Hampshire,2020-05-01,15,0,33
Unknown,New Jersey,2020-05-01,583,0,34
Unknown,Northern Mariana Islands,2020-05-01,14,2,69
Unknown,Puerto Rico,2020-05-01,1573,54,72
Unknown,Rhode Island,2020-05-01,1104,132,44
Unknown,Utah,2020-05-01,0,1,49
Unknown,Vermont,2020-05-01,3,0,50
Unknown,Virgin Islands,2020-05-01,66,4,78
Unknown,Virginia,2020-05-01,2,0,51
Unknown,Arkansas,2020-05-02,178,0,05
Unknown,Colorado,2020-05-02,119,0,08
Unknown,Connecticut,2020-05-02,371,2,09
Unknown,Delaware,2020-05-02,22,0,10
Unknown,Florida,2020-05-02,9,0,12
Unknown,Georgia,2020-05-02,652,0,13
Unknown,Guam,2020-05-02,1113,6,66
Unknown,Illinois,2020-05-02,278,0,17
Unknown,Iowa,2020-05-02,95,0,19
Unknown,Louisiana,2020-05-02,63,0,22
Unknown,Maryland,2020-05-02,0,64,24
Unknown,Massachusetts,2020-05-02,377,5,25
Unknown,Michigan,2020-05-02,1934,44,26
Unknown,Minnesota,2020-05-02,14,1,27
Unknown,Missouri,2020-05-02,3,0,29
Unknown,Nevada,2020-05-02,0,4,32
Unknown,New Hampshire,2020-05-02,26,0,33
Unknown,New Jersey,2020-05-02,676,0,34
Unknown,New Mexico,2020-05-02,0,1,35
Unknown,Northern Mariana Islands,2020-05-02,14,2,69
Unknown,Puerto Rico,2020-05-02,1755,54,72
Unknown,Rhode Island,2020-05-02,1142,149,44
Unknown,Utah,2020-05-02,0,2,49
Unknown,Vermont,2020-05-02,3,0,50
Unknown,Virgin Islands,2020-05-02,66,4,78
Unknown,Virginia,2020-05-02,2,0,51
Unknown,Arkansas,2020-05-03,174,0,05
Unknown,Colorado,2020-05-03,134,0,08
Unknown,Connecticut,2020-05-03,312,1,09
Unknown,Delaware,2020-05-03,23,0,10
Unknown,Florida,2020-05-03,12,0,12
Unknown,Georgia,2020-05-03,694,0,13
Unknown,Guam,2020-05-03,1115,6,66
Unknown,Illinois,2020-05-03,257,0,17
Unknown,Iowa,2020-05-03,124,0,19
Unknown,Louisiana,2020-05-03,63,0,22
Unknown,Maryland,2020-05-03,0,46,24
Unknown,Massachusetts,2020-05-03,981,7,25
Unknown,Michigan,2020-05-03,1949,44,26
Unknown,Minnesota,2020-05-03,17,1,27
Unknown,Nevada,2020-05-03,0,5,32
Unknown,New Hampshire,2020-05-03,19,0,33
Unknown,New Jersey,2020-05-03,641,0,34
Unknown,New Mexico,2020-05-03,0,1,35
Unknown,Northern Mariana Islands,2020-05-03,14,2,69
Unknown,Puerto Rico,2020-05-03,1806,54,72
Unknown,Rhode Island,2020-05-03,1086,1,44
Unknown,Utah,2020-05-03,8,2,49
Unknown,Vermont,2020-05-03,4,0,50
Unknown,Virgin Islands,2020-05-03,66,4,78
Unknown,Virginia,2020-05-03,2,0,51
Unknown,Arkansas,2020-05-04,163,0,05
Unknown,Colorado,2020-05-04,130,0,08
Unknown,Connecticut,2020-05-04,363,3,09
Unknown,Delaware,2020-05-04,24,0,10
Unknown,Florida,2020-05-04,12,0,12
Unknown,Georgia,2020-05-04,703,3,13
Unknown,Guam,2020-05-04,1114,6,66
Unknown,Illinois,2020-05-04,277,0,17
Unknown,Iowa,2020-05-04,95,0,19
Unknown,Louisiana,2020-05-04,63,0,22
Unknown,Maine,2020-05-04,2,0,23
Unknown,Maryland,2020-05-04,0,55,24
Unknown,Massachusetts,2020-05-04,662,7,25
Unknown,Michigan,2020-05-04,1976,48,26
Unknown,Minnesota,2020-05-04,16,1,27
Unknown,Nebraska,2020-05-04,0,1,31
Unknown,Nevada,2020-05-04,0,2,32
Unknown,New Hampshire,2020-05-04,15,0,33
Unknown,New Jersey,2020-05-04,647,0,34
Unknown,New Mexico,2020-05-04,0,6,35
Unknown,Northern Mariana Islands,2020-05-04,14,2,69
Unknown,Puerto Rico,2020-05-04,1843,54,72
Unknown,Rhode Island,2020-05-04,1133,22,44
Unknown,Utah,2020-05-04,0,2,49
Unknown,Vermont,2020-05-04,4,0,50
Unknown,Virgin Islands,2020-05-04,66,4,78
Unknown,Virginia,2020-05-04,2,0,51
